seed,model,feature_condition,rho_test,accuracy,balanced_accuracy,log_loss
1,logistic_regression,all_features,-0.6,0.483,0.48303702386772746,2.6574348168252495
1,logistic_regression,all_features,-0.9,0.271,0.27128829042322045,3.183907073219612
1,rbf_svm,all_features,0.9,0.9933333333333333,0.9933330933246931,0.023588265867540738
1,rbf_svm,all_features,0.6,0.9006666666666666,0.9006666666666666,0.3641141234165317
1,rbf_svm,all_features,0.3,0.7936666666666666,0.7937360524270833,0.9088134540015999
1,rbf_svm,all_features,0.0,0.7013333333333334,0.7013288185750057,1.3703862489328342
1,rbf_svm,all_features,-0.3,0.5816666666666667,0.5820532519202888,1.9504199974956584
1,rbf_svm,all_features,-0.6,0.49766666666666665,0.4977265656251389,2.377063016746215
1,rbf_svm,all_features,-0.9,0.29933333333333334,0.2997031334823371,3.425298546440667
1,random_forest,all_features,0.9,0.9886666666666667,0.9886582583639678,0.03439443343742011
1,random_forest,all_features,0.6,0.846,0.846,0.5852581008725443
1,random_forest,all_features,0.3,0.6973333333333334,0.6975625747558771,1.4196501916048863
1,random_forest,all_features,0.0,0.561,0.5609776917823811,2.084986535662333
1,random_forest,all_features,-0.3,0.42733333333333334,0.427507845875397,2.7746921208255007
1,random_forest,all_features,-0.6,0.31966666666666665,0.31974976665629584,3.4067247268199226
1,random_forest,all_features,-0.9,0.059,0.059312169570937406,4.75579841635381
1,gradient_boosting,all_features,0.9,0.9883333333333333,0.9883309132462101,0.04816732518905872
1,gradient_boosting,all_features,0.6,0.8683333333333333,0.8683333333333333,0.921038809744756
1,gradient_boosting,all_features,0.3,0.7263333333333334,0.7267107503010252,2.0895885691342873
1,gradient_boosting,all_features,0.0,0.602,0.6020106561575234,3.1667204994543425
1,gradient_boosting,all_features,-0.3,0.4673333333333333,0.4676648567469194,4.348255213469578
1,gradient_boosting,all_features,-0.6,0.363,0.36306280279123515,5.241095586775592
1,gradient_boosting,all_features,-0.9,0.10366666666666667,0.10416315609523381,7.723843945269337
1,mlp,all_features,0.9,0.9936666666666667,0.9936644385864558,0.030265412138860002
1,mlp,all_features,0.6,0.9083333333333333,0.9083333333333333,0.24545932317852093
